"","X.3","X.2","X.1","X","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q8DominatedTest","Choice","Q9Block","Q10Block","Q11Block","Q12Block","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","Task","av_A","av_B","alt","Price","Performance","Emission","chid","PriceCoef","EmissionCoef","PerformanceCoef","Q6WTP","Q7WTP","Precaution","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","cs","Protestors","FullSurvey2.Q7WTPSB","PrecautionProportion","e0.5","e0.75","e1","e1.25","e1.5","Q6Pro","Q7Pro","LCM2Class","ResearchPointNB","ResearchLowerNB","ResearchUpperNB","WWTPPointNB","WWTPLowerNB","WWTPUpperNB","CosmeticsPointNB","CosmeticsLowerNB","CosmeticsUpperNB"
"2109",2109,2109,2109,"1055.A",264,309,1,0,21.5,50,2,2,10,40,1,1,1,1,0,FALSE,3,4,4,2,1,3,3,3,1,0,3,0,3,2,6,1,4500,5,80,1,3,1,1,"A",0,0,0,1055,-0.230894887792829,0.0414423196546346,-0.048608246535393,22.7602459961008,44.712318285506,21.9520722894052,0,0,1,0,0,1,0,49.4324091916937,0.0406519857211207,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.042148603696483,0.0828005894176037,2,22.0408215356691,22.5803898809929,19.1631236939425,-4.56825725406235,8.74109526392327,-135.143796822408,-39.7688115127974,-39.7688115127974,-39.7688115127974
"2110",2110,2110,2110,"1055.B",264,309,1,0,21.5,50,2,2,10,40,1,1,1,1,0,TRUE,3,4,4,2,1,3,3,3,1,0,3,0,3,2,6,1,4500,5,80,1,3,1,1,"B",0.5,5,90,1055,-0.230894887792829,0.0414423196546346,-0.048608246535393,22.7602459961008,44.712318285506,21.9520722894052,0,0,1,0,0,1,0,49.4324091916937,0.0406519857211207,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.042148603696483,0.0828005894176037,2,22.0408215356691,22.5803898809929,19.1631236939425,-4.56825725406235,8.74109526392327,-135.143796822408,-39.7688115127974,-39.7688115127974,-39.7688115127974
"2111",2111,2111,2111,"1056.A",264,309,1,0,21.5,50,2,2,10,40,1,1,1,1,0,FALSE,3,4,4,2,1,3,3,3,1,0,3,0,3,2,6,1,4500,5,80,1,4,1,1,"A",0,0,0,1056,-0.0739138826220161,0.129459032688958,-0.151844216965173,22.7602459961008,44.712318285506,21.9520722894052,0,0,1,0,0,1,0,49.4324091916937,0.0406519857211207,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.042148603696483,0.0828005894176037,2,22.0408215356691,22.5803898809929,19.1631236939425,-4.56825725406235,8.74109526392327,-135.143796822408,-30.9671402093651,-30.9671402093651,-30.9671402093651
"2112",2112,2112,2112,"1056.B",264,309,1,0,21.5,50,2,2,10,40,1,1,1,1,0,TRUE,3,4,4,2,1,3,3,3,1,0,3,0,3,2,6,1,4500,5,80,1,4,1,1,"B",2.5,50,10,1056,-0.0739138826220161,0.129459032688958,-0.151844216965173,22.7602459961008,44.712318285506,21.9520722894052,0,0,1,0,0,1,0,49.4324091916937,0.0406519857211207,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.042148603696483,0.0828005894176037,2,22.0408215356691,22.5803898809929,19.1631236939425,-4.56825725406235,8.74109526392327,-135.143796822408,-30.9671402093651,-30.9671402093651,-30.9671402093651
"2113",2113,2113,2113,"1057.A",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,TRUE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,1,1,1,"A",0,0,0,1057,-0.36989540445561,0.025868987911905,-0.030342079123999,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,0,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-41.3261446870704,-41.3261446870704,-41.3261446870704
"2114",2114,2114,2114,"1057.B",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,FALSE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,1,1,1,"B",5,5,10,1057,-0.36989540445561,0.025868987911905,-0.030342079123999,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,0,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-41.3261446870704,-41.3261446870704,-41.3261446870704
"2115",2115,2115,2115,"1058.A",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,TRUE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,2,1,1,"A",0,0,0,1058,-0.28042106511291,0.0341230418716175,-0.0400233685193254,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,0,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-40.5007392910991,-40.5007392910991,-40.5007392910991
"2116",2116,2116,2116,"1058.B",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,FALSE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,2,1,1,"B",0.5,5,40,1058,-0.28042106511291,0.0341230418716175,-0.0400233685193254,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,0,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-40.5007392910991,-40.5007392910991,-40.5007392910991
"2117",2117,2117,2117,"1059.A",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,TRUE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,3,1,1,"A",0,0,0,1059,-0.40726079973923,0.0234955580126011,-0.0275582517069703,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,0,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-41.5634876770008,-41.5634876770008,-41.5634876770008
"2118",2118,2118,2118,"1059.B",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,FALSE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,3,1,1,"B",5,10,90,1059,-0.40726079973923,0.0234955580126011,-0.0275582517069703,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,0,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-41.5634876770008,-41.5634876770008,-41.5634876770008
"2119",2119,2119,2119,"1060.A",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,FALSE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,4,1,1,"A",0,0,0,1060,-0.0691321206287503,0.138413514000494,-0.162347046893976,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,1,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-30.0716920782115,-30.0716920782115,-30.0716920782115
"2120",2120,2120,2120,"1060.B",265,184,0,1,47.5,50,1,3,100,60,0,1,1,1,0,TRUE,3,3,3,2,1,3,3,4,1,1,3,0,3,3,6,1,4500,6,120,1,4,1,1,"B",2.5,50,10,1060,-0.0691321206287503,0.138413514000494,-0.162347046893976,26.7615052105665,47.1676788906723,20.4061736801058,0,0,1,0,0,1,0,52.9517152084888,0.0377892105187144,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0495583429825306,0.087347553501245,2,26.0420807501348,26.5816490954586,23.1643829084082,-2.11289664889605,11.1964558690896,-132.688436217241,-30.0716920782115,-30.0716920782115,-30.0716920782115
"2121",2121,2121,2121,"1061.A",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,FALSE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,1,1,1,"A",0,0,0,1061,-0.224964209074352,0.0425348538147632,-0.0498896943463853,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-39.6595580967846,-39.6595580967846,-39.6595580967846
"2122",2122,2122,2122,"1061.B",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,TRUE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,1,1,1,"B",1,50,90,1061,-0.224964209074352,0.0425348538147632,-0.0498896943463853,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-39.6595580967846,-39.6595580967846,-39.6595580967846
"2123",2123,2123,2123,"1062.A",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,FALSE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,2,1,1,"A",0,0,0,1062,-0.235444549683102,0.04064150034227,-0.0476689549395046,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-39.8488934440339,-39.8488934440339,-39.8488934440339
"2124",2124,2124,2124,"1062.B",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,TRUE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,2,1,1,"B",0.5,10,10,1062,-0.235444549683102,0.04064150034227,-0.0476689549395046,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-39.8488934440339,-39.8488934440339,-39.8488934440339
"2125",2125,2125,2125,"1063.A",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,FALSE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,3,1,1,"A",0,0,0,1063,-0.241000888775065,0.0397044998263983,-0.0465699346033157,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-39.942593495621,-39.942593495621,-39.942593495621
"2126",2126,2126,2126,"1063.B",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,TRUE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,3,1,1,"B",0.5,5,90,1063,-0.241000888775065,0.0397044998263983,-0.0465699346033157,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-39.942593495621,-39.942593495621,-39.942593495621
"2127",2127,2127,2127,"1064.A",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,FALSE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,4,1,1,"A",0,0,0,1064,-0.133275648357276,0.0717972102516429,-0.0842119004329194,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-36.7333224530966,-36.7333224530966,-36.7333224530966
"2128",2128,2128,2128,"1064.B",266,317,0,0,47.5,35,2,3,60,90,1,2,1,2,1,TRUE,2,1,4,2,2,3,5,5,1,0,3,1,5,1,5,0,1250,7,180,0,4,1,1,"B",2.5,50,10,1064,-0.133275648357276,0.0717972102516429,-0.0842119004329194,31.9019293666229,48.1885637863609,16.286634419738,1,0,0,0,0,1,0,58.365288191928,0.108577562798253,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.212679529110819,0.321257091909073,1,31.1825049061912,31.722073251515,28.3048070644646,-1.09201175320744,12.2173407647782,-131.667551321553,-36.7333224530966,-36.7333224530966,-36.7333224530966
"2129",2129,2129,2129,"1065.A",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,FALSE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,1,1,1,"A",0,0,0,1065,-0.214357591930816,0.0446395187608738,-0.052358283784127,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,1,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-39.4490916021735,-39.4490916021735,-39.4490916021735
"2130",2130,2130,2130,"1065.B",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,TRUE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,1,1,1,"B",1,50,90,1065,-0.214357591930816,0.0446395187608738,-0.052358283784127,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,1,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-39.4490916021735,-39.4490916021735,-39.4490916021735
"2131",2131,2131,2131,"1066.A",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,TRUE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,2,1,1,"A",0,0,0,1066,-0.396596421619451,0.0241273476635476,-0.0282992861704763,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,0,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-41.5003087119061,-41.5003087119061,-41.5003087119061
"2132",2132,2132,2132,"1066.B",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,FALSE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,2,1,1,"B",2.5,5,40,1066,-0.396596421619451,0.0241273476635476,-0.0282992861704763,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,0,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-41.5003087119061,-41.5003087119061,-41.5003087119061
"2133",2133,2133,2133,"1067.A",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,FALSE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,3,1,1,"A",0,0,0,1067,-0.208496351325185,0.0458944230232941,-0.0538301776422503,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,1,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-39.3236011759315,-39.3236011759315,-39.3236011759315
"2134",2134,2134,2134,"1067.B",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,TRUE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,3,1,1,"B",1,5,10,1067,-0.208496351325185,0.0458944230232941,-0.0538301776422503,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,1,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-39.3236011759315,-39.3236011759315,-39.3236011759315
"2135",2135,2135,2135,"1068.A",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,TRUE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,4,1,1,"A",0,0,0,1068,-0.353164726450712,0.027094494522988,-0.0317794920868522,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,0,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-41.2035940259621,-41.2035940259621,-41.2035940259621
"2136",2136,2136,2136,"1068.B",267,395,0,1,47.5,6.5,3,2,80,20,0,1,0,2,0,FALSE,2,2,2,2,2,3,3,2,1,0,2,0,3,2,6,1,2250,8,10,0,4,1,1,"B",2.5,50,10,1068,-0.353164726450712,0.027094494522988,-0.0317794920868522,19.6319069585481,47.9906897433155,28.3587827847674,1,0,1,0,0,0,1,49.7592402244834,0.105032528832472,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0727107665131411,0.177743295345613,2,18.9124824981164,19.4520508434402,16.0347846563898,-1.28988579625285,12.0194667217328,-131.865425364598,-41.2035940259621,-41.2035940259621,-41.2035940259621
"2137",2137,2137,2137,"1069.A",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,TRUE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,1,1,1,"A",0,0,0,1069,-0.318886253905007,0.0300069997667001,-0.0351956081272136,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.9123435015909,-40.9123435015909,-40.9123435015909
"2138",2138,2138,2138,"1069.B",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,FALSE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,1,1,1,"B",1,50,90,1069,-0.318886253905007,0.0300069997667001,-0.0351956081272136,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.9123435015909,-40.9123435015909,-40.9123435015909
"2139",2139,2139,2139,"1070.A",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,TRUE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,2,1,1,"A",0,0,0,1070,-0.286997772794786,0.0333410940905574,-0.0391062115928714,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.5789340692051,-40.5789340692051,-40.5789340692051
"2140",2140,2140,2140,"1070.B",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,FALSE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,2,1,1,"B",0.5,5,40,1070,-0.286997772794786,0.0333410940905574,-0.0391062115928714,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.5789340692051,-40.5789340692051,-40.5789340692051
"2141",2141,2141,2141,"1071.A",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,TRUE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,3,1,1,"A",0,0,0,1071,-0.310123095893255,0.0308549084968022,-0.0361901315258985,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.8275526285806,-40.8275526285806,-40.8275526285806
"2142",2142,2142,2142,"1071.B",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,FALSE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,3,1,1,"B",1,5,10,1071,-0.310123095893255,0.0308549084968022,-0.0361901315258985,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.8275526285806,-40.8275526285806,-40.8275526285806
"2143",2143,2143,2143,"1072.A",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,TRUE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,4,1,1,"A",0,0,0,1072,-0.31829540559403,0.0300627014350812,-0.0352609413530481,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.9067733347527,-40.9067733347527,-40.9067733347527
"2144",2144,2144,2144,"1072.B",268,474,1,1,47.5,6.5,3,3,60,5,0,1,1,1,0,FALSE,2,3,2,3,1,3,3,4,1,0,3,2,3,1,0,2,1750,8,10,0,4,1,1,"B",1,10,40,1072,-0.31829540559403,0.0300627014350812,-0.0352609413530481,9.22195465109157,35.3458051661298,26.1238505150382,1,0,0,0,0,0,1,37.7434685376225,0.124399288166849,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.0439140697671027,0.168313357933951,2,8.50253019065991,9.04209853598366,5.6248323489333,-13.9347703734385,-0.62541785545293,-144.510309941784,-40.9067733347527,-40.9067733347527,-40.9067733347527
"2145",2145,2145,2145,"1073.A",269,1008,0,1,47.5,35,1,2,80,10,0,2,1,2,0,TRUE,3,3,3,2,2,3,4,4,2,1,3,1,4,3,6,0,2250,9,20,1,1,1,1,"A",0,0,0,1073,-0.443443856066142,0.0215784244513338,-0.0253096203184777,21.7196335614818,45.5771711549141,23.8575375934322,1,1,1,1,0,0,0,51.8465231787584,0.0883612503460452,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0804430872647474,0.168804337610793,1,21.0002091010501,21.5397774463739,18.1225112593235,-3.70340438465425,9.60594813333137,-134.278943953,-41.7552010331275,-41.7552010331275,-41.7552010331275
"2146",2146,2146,2146,"1073.B",269,1008,0,1,47.5,35,1,2,80,10,0,2,1,2,0,FALSE,3,3,3,2,2,3,4,4,2,1,3,1,4,3,6,0,2250,9,20,1,1,1,1,"B",5,5,10,1073,-0.443443856066142,0.0215784244513338,-0.0253096203184777,21.7196335614818,45.5771711549141,23.8575375934322,1,1,1,1,0,0,0,51.8465231787584,0.0883612503460452,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0804430872647474,0.168804337610793,1,21.0002091010501,21.5397774463739,18.1225112593235,-3.70340438465425,9.60594813333137,-134.278943953,-41.7552010331275,-41.7552010331275,-41.7552010331275
"2147",2147,2147,2147,"1074.A",269,1008,0,1,47.5,35,1,2,80,10,0,2,1,2,0,FALSE,3,3,3,2,2,3,4,4,2,1,3,1,4,3,6,0,2250,9,20,1,2,1,1,"A",0,0,0,1074,-0.239507624118317,0.0399520465444741,-0.0468602854331325,21.7196335614818,45.5771711549141,23.8575375934322,1,1,1,1,0,1,0,51.8465231787584,0.0883612503460452,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0804430872647474,0.168804337610793,1,21.0002091010501,21.5397774463739,18.1225112593235,-3.70340438465425,9.60594813333137,-134.278943953,-39.9178388238135,-39.9178388238135,-39.9178388238135
"2148",2148,2148,2148,"1074.B",269,1008,0,1,47.5,35,1,2,80,10,0,2,1,2,0,TRUE,3,3,3,2,2,3,4,4,2,1,3,1,4,3,6,0,2250,9,20,1,2,1,1,"B",0.5,5,40,1074,-0.239507624118317,0.0399520465444741,-0.0468602854331325,21.7196335614818,45.5771711549141,23.8575375934322,1,1,1,1,0,1,0,51.8465231787584,0.0883612503460452,0.979728191906604,0.969746917348731,0.959867330016584,0.950088393941076,0.940409083707367,0.0804430872647474,0.168804337610793,1,21.0002091010501,21.5397774463739,18.1225112593235,-3.70340438465425,9.60594813333137,-134.278943953,-39.9178388238135,-39.9178388238135,-39.9178388238135
