"","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy"
"176",176,308,0,0,47.5,50,1,2,80,90,0,2,0,1,NA,8,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,0,0,2,2,3,4,2,1,0,0,0,0,0,4,2,4,3,5,0,1750,10,45,0,0
"177",177,532,0,0,47.5,50,2,2,5,10,0,1,1,1,6,NA,1,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,1,5,4,5,0,1,1,1,1,0,0,2,1,4,2,4,1,750,9,20,1,0
"178",178,501,0,0,47.5,50,1,2,60,90,0,0,1,1,5,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,1,0,1,3,3,3,2,1,1,1,1,0,0,2,1,3,1,6,1,750,9,180,0,0
"179",179,431,1,1,32.5,50,2,4,90,100,1,2,1,2,7,NA,1,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,1,1,1,2,5,3,5,1,1,0,0,0,0,1,2,2,5,1,6,0,2750,10,200,1,1
"180",180,548,1,1,63,1,2,1,60,20,0,2,0,2,NA,0,NA,0,0,1,0.5,0.9,1,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,0,0,2,3,3,3,0,1,0,0,0,0,0,2,1,3,1,1,0,1250,10,10,0,0
"181",181,423,1,0,63,6.5,1,2,80,60,1,1,1,2,2,NA,1,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,1,4,4,5,0,1,0,1,1,0,0,3,1,2,3,2,1,1750,9,120,1,0
"182",182,204,1,0,21.5,6.5,2,5,100,40,0,1,1,1,10,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,2,4,5,5,1,1,1,0,0,0,0,5,2,4,3,1,0,1250,10,80,0,0
"183",183,374,0,0,63,50,3,1,100,20,0,2,0,2,NA,0,NA,0,1,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,1,0,5,1,6,0,2750,10,10,0,1
"184",184,505,1,1,32.5,6.5,2,3,20,80,0,0,0,1,NA,7,NA,1,1,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,0,1,0,3,4,5,1,1,0,1,1,0,0,3,2,3,2,1,0,250,8,40,1,0
"185",185,1020,1,0,47.5,15.5,0,3,90,80,1,0,1,0,4,NA,0,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,1,0,1,3,3,5,0,1,0,0,0,0,0,3,2,4,1,1,0,750,10,160,0,0
"186",186,233,1,0,32.5,35,1,3,5,10,1,2,1,1,6,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,4,5,5,1,1,1,1,1,0,1,3,2,4,2,6,1,2750,10,20,1,1
"187",187,275,0,1,21.5,50,1,3,40,20,0,2,0,1,NA,0,NA,0,1,2,0.05,0.1,5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,0,0,0,2,2,4,3,1,1,1,1,0,0,0,2,1,2,2,4,2,4500,5,10,0,1
"188",188,380,1,1,63,15.5,1,3,5,60,1,0,1,1,2,NA,0,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,1,4,5,5,1,0,0,1,0,0,0,4,2,4,2,5,1,3500,10,120,0,1
"189",189,310,0,0,47.5,6.5,1,3,40,20,0,0,1,0,8,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,0,0,1,3,4,4,1,1,0,0,0,0,0,3,1,3,3,1,1,250,8,40,0,0
"190",190,349,0,1,47.5,50,1,4,100,10,0,1,1,0,6,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,1,0,1,3,3,4,0,1,0,1,0,0,0,4,0,3,3,6,0,4500,8,20,0,1
"191",191,1054,1,1,47.5,35,1,3,80,40,0,1,1,1,10,NA,0,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,1,4,4,4,0,1,0,1,0,0,0,2,0,3,4,4,1,1250,8,80,0,0
"192",192,1070,1,0,47.5,50,0,3,60,40,0,1,0,0,NA,3,NA,1,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,0,0,0,3,3,5,0,1,1,1,1,0,0,2,1,3,1,1,0,1250,10,20,1,0
"193",193,241,0,1,47.5,50,1,3,100,40,1,1,1,1,10,NA,0,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,1,4,4,3,1,0,0,1,0,0,0,3,2,3,1,6,1,750,9,80,0,0
"194",194,940,0,1,47.5,6.5,3,3,20,60,1,1,0,2,NA,5,NA,1,0,0,0.5,0.4,5,0,0.1,0.1,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,1,0,1,2,1,2,4,2,1,0,0,0,0,0,4,1,5,2,6,0,2750,10,30,1,1
"195",195,258,1,1,21.5,35,2,2,40,20,0,1,1,1,8,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,1,2,3,4,1,1,0,1,0,0,0,2,2,4,3,6,0,1750,8,40,0,0
"196",196,303,1,1,32.5,50,1,3,20,20,0,2,0,2,NA,0,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,3,3,3,0,1,1,1,0,0,0,3,2,3,3,6,0,2250,7,10,0,1
"197",197,308,0,1,47.5,6.5,0,3,60,40,0,2,0,2,NA,3,NA,0,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,2,1,1,1,2,0,0,0,0,1,0,3,0,3,2,6,1,3500,7,20,0,1
"198",198,189,1,1,32.5,35,1,5,40,100,1,2,0,1,NA,10,NA,1,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,1,0,2,5,4,3,2,1,0,1,0,0,1,5,2,5,4,6,1,2750,10,50,1,1
"199",199,442,0,0,32.5,35,1,2,20,20,1,1,1,2,8,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,1,1,1,3,4,5,1,1,1,1,1,0,0,3,2,2,3,6,0,1750,9,40,1,0
"200",200,287,1,0,47.5,50,3,1,40,90,0,2,1,2,5,NA,0,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,0,0,2,1,1,3,0,1,0,1,0,0,0,1,1,3,1,5,1,5000,10,180,0,1
"201",201,421,0,1,21.5,50,1,3,5,60,1,1,1,2,2,NA,1,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,0,1,0,1,3,2,4,1,0,1,1,0,0,1,2,2,3,3,4,1,2250,6,120,1,1
"202",202,501,0,0,21.5,35,0,5,10,100,0,2,0,0,NA,10,NA,1,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,1,0,2,4,5,5,1,1,0,1,1,0,1,5,1,4,3,3,1,2250,10,50,1,1
"203",203,432,0,0,21.5,15.5,1,2,60,5,0,1,1,1,0,NA,1,NA,1,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,1,4,4,4,1,0,1,1,0,1,0,2,0,4,2,4,1,250,9,10,1,0
"204",204,437,0,1,63,1,1,2,60,90,0,2,0,2,NA,8,NA,0,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,4,5,5,0,1,1,1,1,0,0,2,1,3,0,1,0,3500,10,45,0,1
"205",205,392,1,0,47.5,35,3,2,80,100,0,1,0,2,NA,10,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,1,0,2,3,4,5,0,0,0,1,0,0,1,2,2,4,3,1,1,250,7,50,1,0
"206",206,368,0,1,47.5,50,1,2,80,90,0,2,0,2,NA,8,NA,0,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,0,2,3,3,3,1,1,0,0,0,0,0,2,1,3,2,6,0,5000,10,45,0,1
"207",207,419,0,0,32.5,35,3,4,20,40,0,1,1,1,10,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,1,1,4,4,4,1,1,1,1,1,0,1,4,2,3,3,6,0,1250,10,80,0,0
"208",208,315,1,1,32.5,50,1,2,40,40,1,1,1,1,10,NA,1,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,4,4,4,0,1,0,1,1,0,1,2,2,4,1,5,1,2250,7,80,1,1
"209",209,347,1,0,47.5,50,1,4,5,20,1,0,0,1,NA,0,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,1,5,5,5,1,1,1,1,1,0,1,4,2,3,4,6,1,2250,9,10,1,1
"210",210,458,1,1,63,1,3,3,5,90,1,2,1,2,5,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,1,5,5,5,1,1,1,1,1,0,1,3,2,5,3,6,0,3500,10,180,1,1
"211",211,256,1,0,32.5,50,1,1,40,20,0,1,0,0,NA,0,NA,0,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,2,1,3,1,1,0,1750,5,10,0,0
"212",212,263,0,0,47.5,35,2,4,60,80,0,2,0,2,NA,7,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,0,0,2,3,4,4,1,0,0,1,0,0,0,3,1,3,2,1,1,1250,10,40,0,0
"213",213,452,0,1,63,15.5,3,2,5,100,1,2,0,2,NA,10,NA,0,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,0,1,1,1,1,3,1,0,0,0,1,0,0,3,1,5,2,2,0,2750,10,50,0,1
"214",214,274,1,1,47.5,6.5,3,3,40,20,1,1,1,1,8,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,1,3,4,5,1,1,1,1,1,0,0,3,1,4,3,6,0,3500,7,40,1,1
"215",215,135,1,0,32.5,50,0,1,90,80,0,0,0,0,NA,7,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,0,3,4,4,1,1,1,1,1,0,0,1,0,3,3,4,1,1250,6,40,0,0
"216",216,587,1,0,63,35,3,4,80,90,1,1,1,1,5,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,0,4,4,5,2,1,1,1,1,0,0,3,1,1,1,6,0,2750,5,180,0,1
"217",217,1002,1,0,63,50,2,1,100,40,0,0,0,0,NA,3,NA,1,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,1,0,0,0,3,4,4,1,1,1,1,1,0,0,3,1,2,1,2,0,750,8,20,1,0
"218",218,202,1,0,32.5,35,3,3,80,10,0,0,1,1,6,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,0,0,1,3,3,4,2,1,0,0,0,0,0,3,2,3,4,6,0,1750,9,20,0,0
"219",219,314,0,1,21.5,50,1,2,80,20,0,2,0,2,NA,0,NA,1,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,0,0,0,1,1,2,2,1,1,1,1,1,0,0,3,1,3,3,6,0,2250,8,10,1,1
"220",220,467,1,1,21.5,15.5,2,4,60,20,0,2,1,1,8,NA,0,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,0,0,1,3,4,4,1,1,0,1,1,0,0,4,2,4,2,4,1,250,7,40,0,0
"221",221,277,0,0,21.5,15.5,3,3,5,10,1,2,1,2,6,NA,1,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,1,2,3,4,1,1,1,1,1,0,1,2,2,4,2,3,1,250,10,20,1,0
"222",222,164,0,0,21.5,6.5,1,2,100,90,1,2,1,2,5,NA,1,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,1,1,1,2,4,3,4,1,0,1,0,0,0,1,2,2,3,2,5,1,750,5,180,1,0
"223",223,445,1,0,63,50,1,3,90,10,1,2,1,2,6,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,1,1,3,3,4,2,1,1,1,1,0,1,3,1,4,1,2,1,5000,10,20,1,1
"224",224,538,0,0,47.5,35,3,3,40,100,0,1,0,2,NA,10,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,0,1,1,3,4,3,1,1,1,1,1,0,1,2,2,2,2,6,1,750,8,50,0,0
"225",225,193,1,0,32.5,15.5,3,3,100,90,1,1,1,1,5,NA,0,NA,0,0,0.5,0.4,5,0,0.1,0.1,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,0,0,0,1,3,3,4,1,0,0,1,0,0,1,3,1,4,3,6,0,2250,10,180,0,1
"226",226,485,1,0,47.5,15.5,1,4,5,90,1,2,0,2,NA,8,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,3,3,3,1,0,1,0,0,0,0,4,2,5,4,4,0,1250,10,45,0,0
"227",227,636,0,0,47.5,50,1,1,100,10,0,0,1,2,6,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,2,4,4,5,0,1,0,1,1,0,0,4,2,4,1,6,0,1250,10,20,1,0
"228",228,236,1,1,32.5,15.5,2,4,20,100,1,2,1,2,7,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,1,2,4,3,4,2,1,1,0,0,0,1,2,0,4,3,6,1,2750,6,200,1,1
"229",229,265,0,1,47.5,1,3,4,5,80,1,2,0,2,NA,7,NA,0,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,1,3,3,3,1,0,1,1,0,0,1,2,2,4,2,6,1,2750,9,40,0,1
"230",230,966,1,1,63,35,2,2,20,5,0,1,1,1,0,NA,1,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,0,1,0,1,2,3,3,1,1,1,1,0,0,1,3,2,4,2,2,0,750,10,10,1,0
"231",231,221,1,1,63,1,3,2,100,20,1,0,1,2,8,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,4,5,5,2,1,1,1,1,0,1,2,2,4,3,6,1,4500,10,40,1,1
"232",232,320,0,1,63,50,2,2,20,60,1,1,1,1,2,NA,1,NA,1,3,0.1,0.1,2.5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,1,1,5,5,5,1,1,1,1,1,0,1,4,2,5,4,6,0,4500,10,120,1,1
"233",233,466,0,1,32.5,50,1,2,80,80,0,1,0,2,NA,7,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,1,2,2,3,2,0,1,1,1,0,0,0,4,2,4,1,6,1,1750,10,40,1,0
"234",234,224,0,1,32.5,50,1,4,40,90,1,1,0,1,NA,8,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,0,1,3,4,3,1,0,0,1,0,0,0,4,2,4,4,6,1,2750,10,45,1,1
"235",235,659,1,0,32.5,15.5,3,4,100,40,1,0,1,2,10,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,4,5,5,1,1,1,1,1,0,0,4,2,4,2,6,1,2250,10,80,1,1
"236",236,308,1,0,32.5,6.5,2,1,90,80,0,2,1,2,4,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,3,4,5,0,1,1,1,1,0,0,3,1,3,2,6,0,1250,8,160,0,0
"237",237,698,1,1,32.5,35,1,2,40,20,0,2,1,1,8,NA,0,NA,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,3,0.05,0.1,5,0,1,1,0,1,4,4,4,1,0,0,1,0,0,1,2,2,3,3,6,1,2750,9,40,0,1
"238",238,219,1,0,32.5,50,0,1,100,100,0,2,0,2,NA,10,NA,0,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,3,4,3,1,1,1,1,1,0,0,1,1,4,2,1,1,1750,10,50,0,0
"239",239,864,0,1,71,50,1,2,90,80,0,2,0,2,NA,7,NA,1,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,2,1,1,3,0,1,0,0,0,0,0,2,1,3,2,5,0,2250,5,40,1,1
"240",240,1107,0,0,32.5,15.5,2,3,60,10,0,2,1,1,6,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,1,1,2,4,3,0,1,0,0,0,0,0,3,0,4,3,6,1,1750,8,20,0,0
"241",241,437,1,1,47.5,50,1,3,80,10,0,1,1,2,6,NA,0,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,0,1,3,3,5,1,1,1,1,1,0,1,3,2,4,3,6,1,5000,8,20,0,1
"242",242,376,0,1,47.5,50,1,4,40,60,1,1,1,1,2,NA,0,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,4,4,4,2,1,0,1,0,0,1,4,2,5,2,6,1,4500,8,120,0,1
"243",243,539,1,0,47.5,50,0,5,20,90,1,2,1,2,5,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,2,1,1,1,1,1,1,5,2,5,4,5,1,3500,10,180,1,1
"244",244,718,0,0,47.5,1,3,1,100,5,0,2,1,1,0,NA,0,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,0,0,1,4,4,3,2,1,1,1,0,0,2,3,2,2,2,0,1,250,3,10,0,0
"245",245,745,1,1,32.5,50,1,2,40,100,1,2,1,1,7,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,2,4,5,4,1,1,1,1,0,0,1,4,2,4,3,6,0,2250,10,200,1,1
"246",246,330,0,1,32.5,15.5,2,4,100,40,1,1,1,2,10,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,1,0,2,4,5,5,1,1,1,1,0,0,0,4,2,5,2,6,1,3500,10,80,1,1
"247",247,230,1,1,47.5,50,2,2,60,40,1,1,1,1,10,NA,1,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,0,0,3,4,5,1,1,1,1,1,0,0,3,2,3,1,6,1,1750,10,80,1,0
"248",248,475,0,0,47.5,1,3,3,20,40,1,2,1,2,10,NA,1,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,2,4,4,5,1,1,1,1,1,0,1,3,1,3,3,5,1,1250,6,80,1,0
"249",249,140,0,0,63,35,2,2,40,90,1,1,1,1,5,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,1,1,0,1,2,3,4,1,0,0,1,0,0,0,3,0,3,3,6,0,2750,3,180,0,1
"250",250,390,1,1,63,1,3,3,60,100,0,1,0,1,NA,10,NA,0,1,3,0.1,0.1,2.5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,3,3,3,0,1,0,1,1,0,2,3,1,3,4,2,0,750,7,50,0,0
"251",251,249,0,0,21.5,50,2,4,20,90,0,2,1,2,5,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,1,0,1,1,5,5,1,1,1,1,1,0,1,4,2,5,4,6,1,2250,10,180,1,1
"252",252,651,1,1,32.5,35,1,2,40,80,1,2,1,2,4,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,2,4,3,4,1,1,0,1,0,0,1,2,2,3,4,6,1,3500,7,160,1,1
"253",253,250,0,1,32.5,6.5,1,5,60,100,1,2,1,2,7,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,1,2,5,5,5,1,0,1,0,0,0,1,5,2,5,2,6,1,750,10,200,1,0
"254",254,299,1,1,32.5,50,0,2,80,90,0,2,0,1,NA,8,NA,0,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,1,1,1,4,4,3,0,1,1,1,1,0,0,3,1,2,3,6,1,1750,10,45,0,0
"255",255,269,0,0,32.5,15.5,1,4,80,10,1,2,1,2,6,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,0,0,1,1,3,3,5,1,0,0,1,0,0,1,4,2,4,1,1,1,750,10,20,1,0
"256",256,568,1,1,32.5,6.5,1,5,10,80,0,2,0,2,NA,7,NA,0,0,0,0.5,0.4,5,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,1,0,2,5,5,5,1,1,1,1,1,0,0,4,2,5,1,5,1,4500,10,40,0,1
"257",257,330,1,0,47.5,6.5,0,2,90,10,0,1,0,0,NA,9,NA,1,1,1,0.5,0.9,1,3,0.05,0.1,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,0,0,0,3,4,2,1,0,1,0,1,0,1,2,0,4,1,6,1,2750,9,5,1,1
"258",258,290,0,2,32.5,6.5,2,1,10,60,1,0,1,0,2,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,1,0,0,0,2,3,4,1,1,1,1,1,0,1,1,0,2,0,3,0,250,1,120,0,0
"259",259,508,1,1,63,15.5,3,3,5,40,1,1,1,1,10,NA,1,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,1,3,3,3,1,1,1,1,1,0,1,4,2,3,4,6,0,4500,8,80,1,1
"260",260,425,1,1,63,50,3,1,60,90,0,1,0,1,NA,8,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,0,0,0,1,3,4,3,1,1,0,1,0,0,0,3,2,4,2,2,0,3500,8,45,1,1
"261",261,285,0,0,32.5,1,3,3,5,40,1,2,1,1,10,NA,0,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,3,5,5,1,1,1,0,0,0,1,1,0,2,2,6,1,1750,10,80,0,0
"262",262,298,1,0,47.5,50,3,3,20,20,0,1,0,2,NA,0,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,1,3,3,3,0,1,0,0,0,1,0,3,2,3,3,5,1,1750,6,10,0,0
"263",263,760,1,1,47.5,35,3,3,100,40,1,0,1,1,10,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,1,1,0,1,3,4,4,1,1,1,1,0,0,0,4,2,4,3,6,1,4500,10,80,1,1
"264",264,309,0,0,21.5,50,2,2,10,40,1,1,1,1,10,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,1,3,3,3,1,0,0,1,0,0,0,3,0,3,2,6,1,4500,5,80,1,1
"265",265,184,1,1,47.5,35,1,3,100,60,0,1,1,1,2,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,1,1,3,3,4,1,0,0,1,0,0,1,3,0,3,3,6,1,4500,6,120,1,1
